Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,acne,age,bright,bh,red,tex,barrier,hyper
Face Mask,BOSCIA,MATCHA Magic Super-Antioxidant Mask,38,4.5,",glycerin, Montmorillonite, Kaolin, Polysorbate 20, Argania Spinosa Kernel Oil, 1,2-Hexanediol, Caprylyl Glycol, Bukachiol, Xanthan Gum, Polyacrylamide, C13-14 Isoparaffin,citric,sesame,willow, Laureth-7, Beta-Sitosterol, Serenoa Serrulata Fruit Extract, Triethoxycaprylylsilane, Tocopherol, Butylene Glycol,lavender, Pelargonium Graveolens Flower Oil,jojoba, Epilobium Angustifolium Flower/Leaf Stem Extract, Eugenia Caryophyllus (Clove) Leaf,camellia, Chromium Oxide Greens (CI 77288), Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, 77499).",1,1,1,1,1,2,2,2,2,2,2,0,1
Face Mask,EVE LOM,Moisture Mask,90,3.8,",glycerin, Cyclopentasiloxane,dimethicone,dimethicone, C9-12 Alkane, Glyceryl Polyacrylate, Acrylates Copolymer, Propanediol, Phenoxyethanol, Polyglyceryl-3 Oleate, Sodium Hydroxide, Coco-Caprylate/Caprate, Sodium PCA, Tocopherol, Urea,glycerin, Polymethylsilsesquioxane, Sodium Hyaluronate,, Trehalose, Lecithin, Avena Strigosa Seed Extract, Leuconostoc/Radish Root Ferment Filtrate, Polyquaternium-51, 1,2-Hexanediol, Hydroxypropyl Bispalmitamide MEA, Phytic Acid.",1,1,1,1,1,0,2,1,1,2,1,0,2
Face Mask,KORRES,Pomegranate AHA & Enzymes Resurfacing Mask,34,4.4,",glycerin,jojoba,alcohol denat,glycolic, Distarch Phosphate, Kaolin, Punica Granatum Seed Powder,jojoba, Isononyl Isononanoate, Oryza Sativa (Rice) Bran Oil, Pentylene Glycol, Cetearyl Alcohol, Glyceryl Stearate Citrate,sunflower, Sodium Hydroxide,willow, Caprylyl Glycol, Citrus Aurantifolia (Lime) Fruit Extract, Glyceryl Caprylate,witch,lactic,lactobacillus, Leuconostoc/Radish Root Ferment Filtrate, Panthenol,fragrance, Phenoxyethanol,,, Sodium Polyacrylate, Tetrasodium Glutamate Diacetate, Xanthan Gum.",1,0,1,1,0,0,2,2,2,2,2,0,1
Face Mask,ESTEE LAUDER,Advanced Night Repair Concentrated Recovery Eye Mask,46,3.3,", Methyl Gluceth-20 , Peg-75 , Bis-Peg-18 Methyl Ether Dimethyl Silane , Butylene Glycol , Propanediol , Glycereth-26 , Cladosiphon Okamuranus Extract , Silybum Marianum (Lady'S Thistle) Extract , Echinacea Purpurea (Coneflower) Extract , Garcinia Mangostana Peel Extract , Anthemis Nobilis (Chamomile) Flower Extract , Caffeine , Coffea Arabica (Coffee) Seed Extract , Artemia Extract , Betula Alba (Birch) Extract , Poria Cocos Sclerotium Extract , Hydrolyzed Rice Extract , Camelina Sativa Seed Oil , Algae Extract ,lactobacillus, Hydrolyzed Algin ,squalane, C12-15 Alkyl Benzoate ,yeast, Caprylyl Glycol , Tocopheryl Acetate , Peg-8 Glyceryl Isostearate , Polysorbate 20 , Glycine , Carbomer , Sodium Hyaluronate , Dextrin , Xanthan Gum , Sodium Hydroxide , Lecithin , Triethoxycaprylylsilane , Polyhydroxystearic Acid , Trisodium Edta , Phenoxyethanol , Iron Oxides (Ci 77491)",1,1,1,1,0,0,2,1,1,1,1,2,1
Face Mask,ORIGINS,Plantscription™ Powerful Lifting Overnight Mask,63,4.5,",dimethicone, Isododecane,glycerin, Bis-Peg-18 Methyl Ether Dimethyl Silane,dimethicone, Butylene Glycol, Pentylene Glycol, Disteardimonium Hectorite,damascena,lavender, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Commiphora Mukul Resin Extract, Peucedanum Graveolens (Dill) Extract, Bambusa Vulgaris (Bamboo) Extract, Sucrose**, Rubus Idaeus (Raspberry) Leaf Extract,sunflower, Triticum Vulgare (Wheat) Germ Extract,almond, Pisum Sativum (Pea) Extract, Algae Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Anogeissus Leiocarpus Bark Extract, Porphyridium Cruentum Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Caffeine, Acetyl Hexapeptide-8, Sorbitol, Laminaria Digitata Extract, Sodium Hyaluronate, Pullulan, Tocopheryl Acetate, Glucosamine Hcl,squalane, Caprylic/Capric Triglyceride, Hydroxypropyl Methylcellulose, Polysilicone-11, Propylene Carbonate, Polyethylene, Peg-6, Peg-32,citric, Sodium Citrate, Sodium Dehydroacetate, Disodium Edta, Bht, ",0,0,0,0,0,0,2,2,2,2,2,0,1
Face Mask,SEPHORA COLLECTION,Face Mask - Algae - Detoxifying,6,4.3,", Butylene Glycol,glycerin, Betaine, Caulerpa Lentillifera Extract, 1,2-Hexanediol, Hydroxyacetophenone, Xanthan Gum, Lecithin,willow,fragrance, Phenoxyethanol, Bakuchiol, Magnolia Officinalis Flower Extract, Fucus Vesiculosus Extract, Limonene, Porphyra Umbilicalis Extract,,citric,, Sodium Lactate.",1,1,1,1,1,2,2,2,2,2,2,2,1
Face Mask,SEPHORA COLLECTION,Face Mask - Grape - Anti-pollution,6,5.0,", Butylene Glycol,glycerin, Betaine,aloe, 1,2-Hexanediol, Hydroxyacetophenone, Xanthan Gum, Sargassum Muticum Extract, Moringa Pterygosperma Seed Extract,fragrance, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate, Vitis Vinifera (Grape) Fruit Extract,citric,,, Vitis Vinifera (Grape) Leaf Extract.",1,1,1,1,1,2,2,2,2,2,2,2,2
Face Mask,TATA HARPER,Resurfacing Mask,62,4.3,"aloe,willow, Sclerotium gum,,lactobacillus, Maltooligosyl Glucoside,lactobacillus, Leuconostoc Ferment Filtrate, Hydrogenated Starch Hydrolysate, Hydrolyzed Corn Starch, Beta vulgaris/Beet Root Extract/Extrait de racine de betterave, Kaolin (Rose Clay), Sodium Phytate, Aroma**, Benzyl Alcohol, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool.",1,1,1,1,1,2,1,1,1,2,1,0,2
Face Mask,LA MER,The Lifting and Firming Mask Mini,75,5.0,",,seaweed,dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Cyclopentasiloxane, Hydrogenated Polyisobutene, Caprylic/Capric/Myristic/Stearic Triglyceride, Polysilicone-11, Peg-100 Stearate,dimethicone,dimethicone, Glyceryl Triacetyl Ricinoleate, Macadamia Integrifolia Seed Oil,sesame, Medicago Sativa (Alfalfa) Seed Powder,sunflower,almond,eucalyptus, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin,sesame,grapeseedoil, Citrus Aurantifolia (Lime) Peel Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Crithmum Maritimum Extract, Eryngium Maritimum Extract, Polygonum Cuspidatum Root Extract, Silybum Marianum (Lady'S Thistle) Extract, Bupleurum Falcatum Root Extract, Humulus Lupulus (Hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Mimosa Tenuiflora Bark Extract, Narcissus Tazetta Bulb Extract, Chlorella Vulgaris Extract, Saccharomyces Lysate Extract, Prunus Mume Fruit Extract, Whey Protein/Lactis Protein/Proteine Du Petit-Lait, Gelidium Cartilagineum Extract,glycerin, Coenzyme A, Micrococcus Lysate, Laminaria Digitata Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Laminaria Ochroleuca Extract, Punica Granatum (Pomegranate) Fruit Juice, Sorbitol, Corallina Officinalis Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse,soy, Tourmaline, Caffeine, Linolenic Acid, Hydrogenated Lecithin, Gold, Hydrolyzed Wheat Protein, Glycosaminoglycans, Palmitoyl Hexapeptide-12, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Bifida Ferment Lysate, Alcaligenes Polysaccharides, Butylene Glycol, Tetraacetylphytosphingosine, Dipotassium Glycyrrhizate, Lecithin, Acetyl Glucosamine, Sodium Hyaluronate, Laureth-23, Acetyl Hexapeptide-8, Linoleic Acid, Dipalmitoyl Hydroxyproline, Propylene Glycol Diethylhexanoate,yeast, Triethylhexanoin, Caprylic/Capric Triglyceride, Laureth-4, Tocopheryl Acetate, Diethylhexyl Syringylidenemalonate, Pentylene Glycol, Peg-8,alcohol denat,,yeast, Hydroxypropyl Cyclodextrin, Nordihydroguaiaretic Acid, Cyclodextrin, Maltodextrin, Sucrose, Glyceryl Polymethacrylate,fragrance, Polymethylsilsesquioxane, Silica, Ethylbisiminomethylguaiacol Manganese Chloride, Disodium Edta, Phenoxyethanol, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Limonene, Green 5 (Ci 61570)",0,0,0,0,0,0,2,2,1,2,1,0,2
Face Mask,VOLITION BEAUTY,Detoxifying Silt Gelee Mask,60,4.7,", Silt, Kaolin, Carthamus Tinctorius (Safflower) Seed Oil, Panthenol, Butyrospermum Parkii (Shea Butter) Butter, Glyceryl Oleate,jojoba, Hydrolyzed Quinoa, Butyl Avocadate, Hydroxyethylcellulose, Mica, Zinc Oxide, Hydroxyapatite, Polysorbate 20, Phenoxyethanol, Hydroxyethylacrylate/Sodium Acryloyldimethyltaurate Copolymer,squalane, Polysorbate 60, Allantoin, Cananga Odorata Flower Oil, Salvia Officinalis (Sage) Oil, Tsuga Canadensis Oil.",1,1,1,1,1,2,2,1,1,2,2,0,1
Face Mask,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Face Mask,40,4.5,", Carthamus Tinctorius (Safflower) Seed Oil*, Butylene Glycol,squalane, PEG-100 Stearate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Tribehenin,glycerin, Cetearyl Alcohol, Euphorbia Cerifera (Candelilla) Wax, Kaolin,lavender, Pogostemon Cablin (Patchouli) Oil**, Citrus Nobilis (Mandarin Orange) Peel Oil**, Pelargonium Graveolens Flower Oil**, Boswellia Carterii (Olibanum) Oil ***, Limonene, Linalool, Citronellol, Geraniol, Citral, Ganoderma Lucidum (Reishi Mushroom) Extract, Fuscoporia Obliqua Sclerotium Extract, Cordyceps Sinensis (Mushroom) Extract, Ergothioneine, Camelina Sativa Seed Oil,lactobacillus, Hippophae Rhamnoides Extract*, Zingiber Officinale (Ginger) Root Extract*, Ocimum Sanctum (Holy Basil) Leaf Extract, Curcuma Longa (Turmeric) Root Extract*, Olea Europaea (Olive) Leaf Extract, Silybum Marianum Fruit Extract,avocado, Ascophyllum Nodosum Extract, Sucrose*, Astrocaryum Murumuru Seed Butter, Asparagopsis Armata Extract,yeast, Cladosiphon Okamuranus Extract, Hypnea Musciformis (Algae) Extract, Behenyl Alcohol, Sorbitol, Trehalose, Adansonia Digitata Seed Oil, Caprylyl Glycol, Caffeine, Gellidiella Acerosa Extract, Calcium Carbonate,sunflower, Polysorbate 20, Phytosterols, Maltodextrin Tocotrienols Phytosphingosine,squalene, Saccharomyces Ferment Filtrate, Tocopherol, Sodium Hyaluronate, Potassium Hydroxide, Carbomer, Hexylene Glycol, Elaeis Guineensis (Palm) Oil, Dextrin, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).",1,1,1,1,1,2,2,2,1,2,1,0,1
Face Mask,DR. BRANDT SKINCARE,Oxygen Facial Flash Recovery Mask,70,4.5,",glycerin, Kaolin, Methyl Perfluorobutyl Ether, Cocamidopropyl Betaine, Methyl Perfluoroisobutyl Ether, Ethyl Perfluorobutyl Ether, Ethyl Perfluoroisobutyl Ether, Pentylene Glycol, Magnesium Aluminum Silicate, Xanthan Gum, Sodium Lauryl Sulfoacetate, Ribose, Perfluorodecalin, Phenoxyethanol, Sodium Lauroyl Sarcosinate, Ppg-26-Buteth-26, Pyrus Malus (Apple) Fruit Extract, Peg-12 Glyceryl Distearate, Caprylyl Glycol,lavender,castor, Menthyl Lactate, Sodium Chloride,glycerin, Hexylene Glycol, Sodium Sulfate, Moringa Pterygosperma Seed Extract, Retinyl Palmitate,camellia,grapeseedoil",1,1,1,1,0,2,2,2,1,2,2,0,2
Face Mask,SEPHORA COLLECTION,SUPERMASK - The Mud Mask,6,4.6,", Illite, Montmorillonite, Propanediol, Kaolin, Cetyl Alcohol,dimethicone,citric,glycerin, Benzyl Glycol, Panthenol, Glyceryl Stearate, PEG-100 Stearate, 1,2-Hexanediol, Polyacrylamide, Phenoxyethanol, Dipotassium Glycyrrhizate,glycerin, Allantoin, C13-14 Isoparaffin, Saccharide Isomerate, Xanthan Gum,fragrance, Disodium EDTA, Laureth-7, Raspberry Ketone, Sodium Citrate, Tocopherol.",1,1,1,1,1,0,2,2,2,2,2,0,1
Face Mask,OMOROVICZA,Deep Cleansing Mask,120,4.3,", Kaolin,glycerin, Cetearyl Alcohol, Silt (Hungarian Mud), Stearic Acid, Cetearyl Olivate, Zinc Oxide, Phenoxyethanol, Sorbitan Olivate, Mannitol, Malpighia Punicifolia (Acerola) Fruit Extract,, Tocopherol,glycerin, Sodium Hydroxide,fragrance,yeast, Phospholipids, Linalool, Limonene, Citronellol, Geraniol.",1,1,1,1,0,2,2,1,1,2,1,0,1
Face Mask,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Bright Dark Spot Correcting Night Mask,59,3.8,", Butylene Glycol, Isostearyl Palmitate, Cetyl Ricinoleate,squalane,dimethicone, Glyceryl Stearate,glycerin,vitc, Peg-100 Stearate, Cetyl Alcohol, Stearic Acid, Citrus Aurantium Dulcis (Orange) Peel Oil*, Pelargonium Graveolens Flower Oil*, Cananga Odorata Flower Oil*, Eugenia Caryophyllus (Clove) Bud Oil*,damascena, Jasminum Officinale (Jasmine) Oil*, Viola Odorata Flower/Leaf Extract, Polianthes Tuberosa Extract, Citronellol, Geraniol, Benzyl Benzoate, Hypnea Musciformis (Algae) Extract, Jasminum Officinale (Jasmine) Flower Wax, Gellidiela Acerosa (Algae) Extract,cucumber, Gentiana Lutea (Gentian) Root Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Prunus Mume Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Morus Nigra (Mulberry) Root Extract, Paeonia Albiflora (Peony) Root Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse, Castanea Sativa (Chestnut) Seed Extract, Scutellaria Baicalensis Root Extract, Perilla Ocymoides Leaf Extract, Hydrolyzed Rice Bran Extract, Rosa Roxburghii Fruit Extract,salicylic, Astrocaryum Murumuru Seed Butter, Phospholipids, Cholesterol, Glucosamine Hcl, Arginine,glycerin, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Trehalose, Tromethamine, Polysilicone-11, Carbomer, Caprylyl Glycol, Tocopheryl Acetate, Hexylene Glycol, Sodium Hydroxide, Sodium Phytate, ",0,0,0,0,0,0,2,2,2,2,2,0,2
Face Mask,SEPHORA COLLECTION,Sleeping Mask - Coconut Water,4,5.0,", Butylene Glycol,glycerin, Betaine, Phenoxyethanol, Caprylic/Capric Triglyceride,dimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer,castor, Isononyl Isononanoate,glycerin, Sodium Hydroxide,fragrance, PEG-30 Dipolyhydroxystearate, Trideceth-6, Cocos Nucifera (Coconut) Fruit Juice, Sodium Hyaluronate,citric,,",1,1,1,1,1,0,2,2,2,2,2,2,1
Face Mask,SEPHORA COLLECTION,Face Mask - Algae,6,4.7,", Butylene Glycol,glycerin,glycerin, Glycosyl Trehalose, Hydrogenated Starch Hydrolysate, Phenoxyethanol, 1,2-Hexanediol, Sodium Polyacrylate, Sodium Hyaluronate, Xanthan Gum,fragrance, Lecithin,willow, Maltodextrin, Laminaria Saccharina Extract, Brassica Oleracea Italica (Broccoli) Sprout Extract, Passiflora Edulis Fruit Extract, Hydrolyzed Rice Bran Extract, Bakuchiol, Magnolia Officinalis Flower Extract,citric, Limonene,,,vitc",0,0,0,0,0,2,2,2,2,2,2,2,1
Face Mask,DR. JART+,Pore Minimalist Black Charcoal Sheet Mask,7,3.9,",glycerin, Dimethyl Sulfone, Butylene Glycol, 1, 2-Hexanediol, PEG-32, Glycereth-26, Panthenol, Charcoal Powder,alcohol denat, Achillea Millefolium Extract, Arnica Montana Flower Extract, Artemisia Absinthium Extract, Gentiana Lutea Root Extract, Mentha Viridis (Spearmint) Extract, Moroccan Lava Clay, Polyphosphorylcholine, Glycol Acrylate, Arginine,castor,glycerin, Disodium EDTA,fragrance,",1,1,1,1,1,0,2,1,1,2,1,0,1
Face Mask,SEPHORA COLLECTION,Nose Strip,3,2.8,"alcohol denat, Vinyl Caprolactam/VP/Dimethylaminoethyl Methacrylate Copolymer, Silica Dimethyl Silylate,,dimethicone, Charcoal Powder, CI 77891 (Titanium Dioxide), Allantoin, Tocopheryl Acetate, Dipotassium Glycyrrhizate, CI 77499 (Iron Oxides),aloe,witch, Butylene Glycol, T-Butyl Alcohol,camellia, Maltodextrin, Phenoxyethanol, Denatonium Benzoate.",0,0,0,0,0,0,1,1,2,2,2,0,2
Face Mask,DR. JART+,Shake & Shot™ Rubber Hydro Mask,12,4.6,"-Vitamin B5 (Panthenol): Moisturizes and maintains skin’s moisture retention. -Baobab Tree Leaf Extract: Rich in vitamins to help moisturize and provide antioxidant protection. -Expert Moist Complex: Rich in amino acids to enhance moisture retention in and strengthen skin’s moisture barrier. STEP 01 Super Booster: Cetyl Ethylhexanoate, PEG-8 Glyceryl Isostearate, Phenoxyethanol,glycerin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Trihydroxystearin, Silica Dimethyl Silylate, Algin, Tetrapotassium Pyrophosphate,, Dipropylene Glycol, Panthenol, Adansonia Digitata Leaf Extract, Pseudoalteromonas Ferment Extract, Viola Mandshurica Flower Extract, Proline, Alanine, Serine, Sodium Phosphate, Sodium Hydroxide,castor, Gardenia Florida Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Butylene Glycol, Coptis Japonica Extract,glycerin, 1,2-Hexanediol, Xanthan Gum, Caprylyl Glycol, Phenoxyethanol,glycerin",1,1,1,1,1,1,2,1,1,2,1,2,1
Face Mask,BELIF,Pore Cleaner Bubble Foam,36,4.4,", Cellulose,alcohol denat, Butylene Glycol, Methyl Perfluoroisobutyl Ether, Methyl Perfluorobutyl Ether, 1,2-hexanediol, Cyclohexasiloxane, Moringa Oleifera Seed Oil,eucalyptus, Rosa Canina Fruit Extract*, Mentha Rotundifolia Leaf Extract*, Calendula Officinalis Flower Extract+, Rubus Idaeus (Raspberry) Leaf Extract+, Avena Sativa (Oat) Kernel Extract+, Nepeta Cataria Extract+, Baptisia Tinctoria Root Extract+, Stellaria Media (Chickweed) Extract+, Melaleuca Alternifolia (Tea Tree) Leaf Oil**, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Pelargonium Graveolens Flower Oil**, Rosmarinus Officinalis (Rosemary) Leaf Oil**,eucalyptus, Citrus Aurantifolia (Lime) Oil**, PEG-8, Coco-glucoside, Tromethamine, Carbomer, Acrylates/Beheneth-25 Methacrylate Copolymer,castor, Methyl Gluceth-20, Propanediol, Dipropylene Glycol, PEG/PPG-17/6 Copolymer, Trisodium EDTA, Perfluorohexane, Perfluoroperhydrophenanthrene, Perfluorodecalin, Perfluorodimethylcyclohexane,fragrance",1,1,1,1,1,0,2,1,1,1,1,0,1
Face Mask,SEPHORA COLLECTION,Sleeping Mask - Aloe Vera,4,5.0,", Butylene Glycol,glycerin, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Allantoin, Sodium Hydroxide,glycerin,fragrance, PEG-30 Dipolyhydroxystearate, Trideceth-6, Tremella Fuciformis Sporocarp Extract,castor,aloe, Sodium Hyaluronate.",1,1,1,1,1,1,2,1,1,2,2,2,2
Face Mask,PETER THOMAS ROTH,24K Gold Mask Pure Luxury Lift & Firm Mask,80,3.4,"glycerin,, Sodium Hyaluronate, Caffeine, Olivine Extract, Colloidal Gold, Pentylene Glycol, Carbomer, Sodium Hydroxide,,, Sodium Metabisulfite, Mica, Phenoxyethanol, Gold (Ci 77480), Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891).",1,1,1,1,1,1,2,1,1,2,1,2,1
Face Mask,SEPHORA COLLECTION,Hydrating Lip Mask,3,3.0,", Butylene Glycol,glycerin, Propanediol, 1,2-Hexanediol, Olive Oil Glycereth-8 Esters, Phenoxyethanol, Arginine, Carbomer, Xanthan Gum, Allantoin, Panthenol, Sodium Saccharin, Dipotassium Glycyrrhizate, Sodium Citrate, Sodium Hyaluronate,glycerin, Polysorbate 20, Disodium EDTA,fragrance, Tocopheryl Acetate, Butyrospermum Parkii Butter Extract (Butyrospermum Parkii (Shea Butter) Extract), Leontopodium Alpinum Extract, CI 17200 (Red 33),,citric, Tocopherol.",0,0,0,0,0,0,2,2,2,2,2,2,1
Face Mask,CLARINS,V-Facial Intensive Wrap,60,4.9,",glycerin, Kaolin, Alcohol, Cetearyl Ethylhexanoate, Cetearyl Alcohol, Betaine, Cetyl Alcohol, Polymethyl Methacrylate, Butylene Glycol, Caffeine, Glyceryl Stearate, Ci 77891/Titanium Dioxide, Gellan Gum,dimethicone, Phenoxyisopropanol, Escin,glycerin, Sodium Cetearyl Sulfate, Sodium Lauryl Sulfate, Sodium Acrylates Copolymer, Hydrogenated Polyisobutene, Disodium Edta, Zingiber Zerumbet Extract,fragrance, Phospholipids, Polyglyceryl-10 Stearate,sunflower, Tromethamine, Alumina, Ethylene Brassylate, Xylitol, Alchemilla Vulgaris Extract, Callicarpa Japonica Fruit Extract.",1,1,1,1,1,0,2,1,1,2,1,0,1
Face Mask,PERRICONE MD,Cocoa Moisture Mask,69,4.3,", Cetearyl Alcohol, Caprylic/Capric Triglyceride,glycerin, Isopropyl Myristate, Butylene Glycol,glycerin, Polysorbate 60, Mannitol, Iron Oxides (CI 77491, CI 77492, CI 77499), Cellulose, Tocopheryl Acetate, Dimethyl MEA, Thioctic Acid, Hydroxyacetophenone,squalane,hyaluronic, Tyrosine, Papain, Bromelain,glycerin, Theobroma Cacao (Cocoa) Extract, Sodium Hyaluronate, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Lecithin, Sodium Benzotriazolyl Butylphenol Sulfonate, Aminomethyl Propanol, Maltodextrin, Ceteareth-20, Buteth-3, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Acrylates/Beheneth-25 Methacrylate Crosspolymer, Propylene Glycol, Acrylates Copolymer, Polyacrylate Crosspolymer-6, Hydrogenated Polydecene, Lauryl Glucoside, Hydroxypropyl Methylcellulose, Tributyl Citrate, Phenoxyethanol,fragrance, Titanium Dioxide (CI 77891), Barium Sulfate, Caramel, Silica, Benzyl Alcohol, Benzyl Benzoate.",1,1,1,0,1,0,2,1,1,2,1,2,1
Face Mask,SEPHORA COLLECTION,Face Mask - Lotus,6,4.2,", Butylene Glycol,glycerin,castor, Phenoxyethanol, Glycosyl Trehalose,aloe, Triethanolamine, Hydrogenated Starch Hydrolysate, Oryza Sativa (Rice) Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tremella Fuciformis (Mushroom) Extract,fragrance, Piroctone Olamine, Nymphaea Alba Flower Extract, Maltodextrin, Polyquaternium-51, Brassica Oleracea Italica (Broccoli) Sprout Extract, Peg-30 Dipolyhydroxystearate, Trideceth-6,citric,,",0,0,0,0,0,2,2,2,2,2,2,2,2
Face Mask,DR. JART+,Firm Lover Rubber Mask,12,4.0,", Methylpropanediol, Chondrus Crispus Extract,glycerin, 1,2-Hexanediol, Algin, Calcium Lactate, Butylene Glycol, Porphyra Yezoensis Extract,Gelidium Cartilagineum Extract, Dipotassium Glycyrrhizate, Panthenol, Allantoin,castor, Titanium Dioxide, Polymethylsilsesquioxane, EcliptaProstrata Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Oil, Silica,Rosmarinus Officinalis (Rosemary) Leaf Oil, Disodium EDTA, Ceratonia Siliqua Gum,Sucrose, Potassium Chloride, Xanthan Gum,citric, Sodium Citrate, Phenoxyethanol,glycerin",1,1,1,1,1,2,2,2,2,2,2,2,1
Face Mask,DR. JART+,Dermask Ultra Jet Porecting Solution Bubbling Charcoal Sheet Mask,9,3.9,", Methylpropanediol,glycerin, Ethyl Perfluoroisobutyl Ether, Ethyl Perfluorobutyl Ether, Sapindus Mukorossi Fruit Extract, Acrylates Copolymer, Betaine, Hydroxyacetophenone, Polyacrylamide, C13-14 Isoparaffin, Tromethamine,dimethicone, Allantoin, Laureth-7, 1,2 Hexanediol, Ethylhexyglcerin, Adenosine, Citrus Aurantium Dulcis (Orange) Oil, Butylene Glycol, Lonicera Japonica (Honeysuckle) Flower Extract, Polyglyceryl-10 Stearate, Lonicera Caprifolium (Honeysuckle) Flower Extract, Disodium EDTA,sunflower, Rhus Semialata Gall Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Althaea Rosea Flower Extract, Hydrogenated Lecithin, Caffeine, Alcohol, Pelargonium Graveolens Flower Oil, Caning Odonata Flower Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Propanediol, Lecithin, Pistachio Lentiscus (Mastic) Gum,damascena, Melaleuca Viridiflora Leaf Oil, Butyl Avocadate, Iris Ensata Extract, Maltodextrin, Mooring Pterygosperma Seed Extract, Asparagus Officinalis Stem Extract,eucalyptus, Calcium Clubonate, Gluconolacctone, Potassium Sorbet,, Propyl Gallate.",1,1,1,1,1,0,2,1,2,2,2,0,1
Face Mask,SATURDAY SKIN,Quench Intense Hydration Mask,6,4.3,"Saccharomyces Ferment,, Methylpropanediol,1,2-Hexanediol, Alcohol,glycerin, Dipropylene Glycol, Butylene Glycol,,aloe, Sodium Hyaluronate, Citrus Medica Limonum (Lemon) Peel Oil, Juniperus Mexicana Oil,lavender, Rosmarinus Officinalis (Rosemary) Leaf Oil,eucalyptus, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Hydrogenated Lecithin, Cholesterol, sh-Polypeptide-1, sh-Polypeptide-8, sh-Polypeptide-9, sh-Polypeptide-45, sh-Polypeptide-22, sh-Oligopeptide-1, sh-Oligopeptide-2, PEG-800, Polysorbate 20, Carbomer, Disodium EDTA, Potassium Hydroxide,glycerin",1,1,1,1,1,0,2,2,1,2,1,0,2
Face Mask,BLITHE,Soothing & Healing Green Tea Splash Mask,45,4.6,",lactic, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Panthenol, PPG-26-Buteth-26,castor, 1,2-Hexanediol, Sodium Lactate,camellia, Gardenia Florida Fruit Extract,lavender, Carthamus Tinctorius (Safflower) Flower Extract, Dextrin, Melaleuca Alternifolia (Tea Tree) Leaf Oil,salicylic",1,0,1,1,0,2,2,2,2,2,2,0,1
